datetime,temp,humidity,co2,light,sound,images,door,occupancy_level
2017-03-25 09:24:00,24.46,37.97,843.4,417.2,505.3,16.281809971176425,1.0,high
2017-03-25 09:25:00,24.5,37.92727272727272,847.5454545454545,414.0,502.0,16.69779309582058,1.0,high
2017-03-25 09:26:00,24.5,37.89999999999999,860.2,351.2,508.2,18.038631418084353,1.0,high
2017-03-25 09:27:00,24.50909090909091,37.81818181818182,869.0909090909091,343.72727272727275,501.27272727272725,18.767162894934334,1.0,high
2017-03-25 09:28:00,24.589999999999996,37.83,882.0,340.2,505.6,17.17927422858234,1.0,high
2017-03-25 09:29:00,24.599999999999998,37.82,907.9,346.7,504.0,17.110068201330076,1.0,high
2017-03-25 09:30:00,24.599999999999998,37.8,907.2727272727273,344.27272727272725,484.45454545454544,17.737453781945895,1.0,high
2017-03-25 09:31:00,24.689999999999994,37.84,910.6,340.4,489.6,17.170276339748682,1.0,high
2017-03-25 09:32:00,24.736363636363638,37.8,921.2727272727273,340.8181818181818,497.3636363636364,20.445881601906205,1.0,high
2017-03-25 09:33:00,24.8,37.775,940.25,335.75,506.75,22.422897662508593,1.0,high
2017-03-25 09:34:00,24.8,37.43333333333333,937.0,360.0,505.0,17.447324129242087,1.0,high
2017-03-25 09:35:00,24.8,37.43333333333333,937.0,360.0,505.0,18.174765544682185,1.0,high
2017-03-25 09:36:00,24.880000000000003,37.839999999999996,927.6,360.1,497.7,19.81477755047984,1.0,high
2017-03-25 09:37:00,24.900000000000002,37.85454545454546,928.7272727272727,360.8181818181818,500.90909090909093,16.868749922810913,1.0,high
2017-03-25 09:38:00,24.900000000000002,37.74999999999999,941.6,362.1,499.6,15.491724084302776,1.0,high
2017-03-25 09:39:00,24.900000000000002,37.57000000000001,956.4,360.9,501.4,18.002078800678362,1.0,high
2017-03-25 09:40:00,24.9,37.6,962.5,364.0,493.0,18.186130876302414,1.0,high
2017-03-25 09:41:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,16.097403193786672,1.0,high
2017-03-25 09:42:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.547233652464044,1.0,high
2017-03-25 09:43:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.547757483745134,1.0,high
2017-03-25 09:44:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.198733438233145,1.0,high
2017-03-25 09:45:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.061562839142974,1.0,high
2017-03-25 09:46:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.740775152051313,1.0,high
2017-03-25 09:47:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,13.39622321231498,1.0,high
2017-03-25 09:48:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.651957473747322,1.0,high
2017-03-25 09:49:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.406505746103045,1.0,high
2017-03-25 09:50:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,15.208657365269515,1.0,high
2017-03-25 09:51:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,13.659244656397854,1.0,high
2017-03-25 09:52:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.618500407588556,1.0,high
2017-03-25 09:53:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.27774070306101,1.0,high
2017-03-25 09:54:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.89573908925413,1.0,high
2017-03-25 09:55:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,20.33684150491008,1.0,high
2017-03-25 09:56:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,15.796700423532547,1.0,high
2017-03-25 09:57:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.832344545212408,1.0,high
2017-03-25 09:58:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,19.39477293467237,1.0,high
2017-03-25 09:59:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,16.336018136059554,1.0,high
2017-03-25 10:00:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,20.168710709082685,1.0,high
2017-03-25 10:01:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,19.421372663790613,1.0,high
2017-03-25 10:02:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.80775520138628,1.0,high
2017-03-25 10:03:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,20.325517533898946,1.0,high
2017-03-25 10:04:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,21.662147297090225,1.0,high
2017-03-25 10:05:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.46639267245591,1.0,high
2017-03-25 10:06:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.492125668902187,1.0,high
2017-03-25 10:07:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.630278568299293,1.0,high
2017-03-25 10:08:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,13.3360459415138,1.0,high
2017-03-25 10:09:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.861788211850463,1.0,high
2017-03-25 10:10:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.426774860806038,1.0,high
2017-03-25 10:11:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,20.855265909257387,1.0,high
2017-03-25 10:12:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.166551925287486,1.0,high
2017-03-25 10:13:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.04712569450696,1.0,high
2017-03-25 10:14:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,28.972323422175972,1.0,mid-level
2017-03-25 10:15:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,25.38935234502841,1.0,mid-level
2017-03-25 10:16:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,28.63931978977213,1.0,high
2017-03-25 10:17:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,31.307884390357646,2.0,high
2017-03-25 10:18:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,27.383426699602445,2.0,high
2017-03-25 10:19:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,24.939213474967488,4.0,high
2017-03-25 10:20:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,48.10534947297095,3.0,high
2017-03-25 10:21:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,24.31860175145424,3.0,high
2017-03-25 10:22:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,23.02644894554232,3.0,high
2017-03-25 10:23:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,20.979913210815088,3.0,high
2017-03-25 10:24:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,29.26370018363194,2.0,high
2017-03-25 10:25:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,27.055787110077446,2.0,high
2017-03-25 10:26:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,23.517935896973754,2.0,high
2017-03-25 10:27:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,18.907886582058822,2.0,high
2017-03-25 10:28:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,20.464678806319768,1.0,high
2017-03-25 10:29:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,28.145445809076584,1.0,high
2017-03-25 10:30:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,17.624289908863467,1.0,high
2017-03-25 10:31:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.924627089143634,1.0,high
2017-03-25 10:32:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,14.611115952417867,1.0,high
2017-03-25 10:33:00,25.800000000000004,37.488888888888894,1167.2222222222222,436.77777777777777,501.44444444444446,15.89350132522724,1.0,high
2017-03-25 10:34:00,25.809090909090912,37.554545454545455,1167.8181818181818,440.90909090909093,501.6363636363636,15.963852706322706,1.0,high
2017-03-25 10:35:00,25.800000000000004,37.42,1184.7,438.5,503.7,16.571856759528586,1.0,high
2017-03-25 10:36:00,25.836363636363636,37.5,1213.0,442.1818181818182,504.1818181818182,16.55105409533383,1.0,high
2017-03-25 10:37:00,25.880000000000003,37.7,1193.5,446.0,509.6,14.4482329513566,1.0,high
2017-03-25 10:38:00,25.9,37.58181818181818,1200.2727272727273,442.3636363636364,502.72727272727275,17.653878203527967,1.0,high
2017-03-25 10:39:00,25.9,37.63,1177.2,437.6,501.7,16.145151571627732,1.0,high
2017-03-25 10:40:00,25.9,37.55,1210.6,434.0,503.0,20.002529787920988,1.0,high
2017-03-25 10:41:00,25.9,37.50000000000001,1235.7272727272727,437.09090909090907,501.0,16.552776642706608,1.0,high
2017-03-25 10:42:00,25.9,37.67,1238.6,436.7,500.7,18.59055416513092,1.0,high
2017-03-25 10:43:00,25.98,37.510000000000005,1225.5,440.8,501.3,18.099993295348664,1.0,high
2017-03-25 10:44:00,26.0,37.52727272727273,1206.8181818181818,445.54545454545456,506.72727272727275,19.05628725261473,1.0,high
2017-03-25 10:45:00,26.0,37.31999999999999,1197.0,442.3,504.7,14.61400927834316,1.0,high
2017-03-25 10:46:00,26.0,37.454545454545446,1210.090909090909,441.8181818181818,503.09090909090907,16.38599409874685,1.0,high
2017-03-25 10:47:00,26.0,37.47,1233.8,443.6,502.1,20.28084348591054,1.0,high
2017-03-25 10:48:00,26.0,37.61000000000001,1244.2,452.6,495.5,16.00835779431586,1.0,high
2017-03-25 10:49:00,26.0,37.5,1209.7272727272727,454.54545454545456,500.6363636363636,19.30100336068482,1.0,high
2017-03-25 10:50:00,26.01,37.440000000000005,1226.4,448.8,496.3,18.323305259286602,1.0,high
2017-03-25 10:51:00,26.05,37.49000000000001,1258.1,447.0,505.2,16.503123173483456,1.0,high
2017-03-25 10:52:00,26.072727272727274,37.51818181818182,1241.2727272727273,448.54545454545456,496.1818181818182,17.834498345902528,1.0,high
2017-03-25 10:53:00,26.1,37.480000000000004,1257.8,452.5,507.0,17.51779981666267,1.0,high
2017-03-25 10:54:00,26.1,37.6,1278.7,449.4,506.0,16.742909740021297,1.0,high
2017-03-25 10:55:00,26.1,37.62727272727273,1260.0,447.1818181818182,498.45454545454544,15.767547087160807,1.0,high
2017-03-25 10:56:00,26.1,37.82000000000001,1260.4,445.9,507.6,15.61995531897152,1.0,high
2017-03-25 10:57:00,26.1,37.78999999999999,1247.2,457.9,507.2,16.51820044173497,1.0,high
2017-03-25 10:58:00,26.1,37.73636363636364,1249.5454545454545,443.09090909090907,501.90909090909093,15.662506401302233,1.0,high
2017-03-25 10:59:00,26.1,37.66,1262.0,448.9,504.5,16.157091499684178,1.0,high
2017-03-25 11:00:00,26.1,37.72,1250.5,450.1,504.5,13.836642080450735,1.0,high
2017-03-25 11:01:00,26.109999999999996,37.65,1245.7,447.0,501.9,14.689299925172286,1.0,high
2017-03-25 11:02:00,26.12727272727273,37.845454545454544,1284.090909090909,451.54545454545456,501.54545454545456,16.765577349264376,1.0,high
2017-03-25 11:03:00,26.1,37.83999999999999,1273.9,448.3,503.4,17.454478711303107,1.0,high
2017-03-25 11:04:00,26.159999999999997,37.81,1272.6,450.1,503.2,19.05258291216705,1.0,high
2017-03-25 11:05:00,26.199999999999992,37.66363636363636,1255.8181818181818,445.90909090909093,502.6363636363636,18.905701782685387,1.0,high
2017-03-25 11:06:00,26.199999999999996,37.699999999999996,1271.1,443.3,504.2,18.311758318313764,1.0,high
2017-03-25 11:07:00,26.159999999999997,37.7,1244.7,442.0,507.1,15.120309086622536,1.0,high
2017-03-25 11:08:00,26.14545454545454,37.78181818181818,1297.3636363636363,442.1818181818182,504.54545454545456,15.700158803602381,1.0,high
2017-03-25 11:09:00,26.189999999999998,37.74,1286.3,449.4,502.7,19.65828271153579,1.0,high
2017-03-25 11:10:00,26.159999999999997,37.739999999999995,1281.8,436.9,501.8,17.164015046019973,1.0,high
2017-03-25 11:11:00,26.189999999999998,37.81999999999999,1259.5,450.0,501.3,16.231407424470827,1.0,high
2017-03-25 11:12:00,26.199999999999992,37.75454545454546,1275.6363636363637,442.8181818181818,502.8181818181818,20.017150172830966,1.0,high
2017-03-25 11:13:00,26.199999999999996,37.76,1283.3,447.4,504.4,13.003828823177429,1.0,high
2017-03-25 11:14:00,26.209999999999997,37.74,1290.7,448.1,505.2,16.5084564977317,1.0,high
2017-03-25 11:15:00,26.25,37.839999999999996,1297.3,455.9,501.5,17.78889494413111,1.0,high
2017-03-25 11:16:00,26.254545454545454,37.79090909090909,1279.2727272727273,457.8181818181818,499.3636363636364,15.86630731495202,1.0,high
2017-03-25 11:17:00,26.24,37.690000000000005,1277.2,464.8,496.3,13.979379903987155,1.0,high
2017-03-25 11:18:00,26.250000000000007,37.78000000000001,1269.8,465.7,504.4,15.67741491897394,1.0,high
2017-03-25 11:19:00,26.300000000000004,37.88999999999999,1287.9,468.6,505.1,17.85655273340387,1.0,high
2017-03-25 11:20:00,26.300000000000004,37.849999999999994,1284.5,459.2,498.5,17.091087665920114,1.0,high
2017-03-25 11:21:00,26.300000000000008,37.800000000000004,1271.1818181818182,463.90909090909093,501.6363636363636,18.32223711550166,1.0,high
2017-03-25 11:22:00,26.31000000000001,37.83,1267.2,459.6,501.8,18.686231743474483,1.0,high
2017-03-25 11:23:00,26.350000000000005,37.76,1280.4,447.7,496.9,18.092095937637147,1.0,high
2017-03-25 11:24:00,26.4,37.739999999999995,1294.7,448.5,502.2,19.34127159674789,1.0,high
2017-03-25 11:25:00,26.4,37.86999999999999,1283.6,448.7,502.6,13.411690989891367,1.0,high
2017-03-25 11:26:00,26.4,37.760000000000005,1284.1,452.1,503.6,18.13162340187717,1.0,high
2017-03-25 11:27:00,26.4,37.854545454545445,1300.7272727272727,450.09090909090907,504.45454545454544,18.92868831022988,1.0,high
2017-03-25 11:28:00,26.4,37.7,1268.1,449.0,499.8,19.616258310497614,1.0,high
2017-03-25 11:29:00,26.4,37.760000000000005,1292.2,451.3,495.5,17.87892047624334,1.0,high
2017-03-25 11:30:00,26.4,37.78,1281.0,456.9,507.3,16.137173182851242,1.0,high
2017-03-25 11:31:00,26.4,37.72,1285.5,455.7,502.0,19.763492121417546,1.0,high
2017-03-25 11:32:00,26.4,37.650000000000006,1297.7,455.6,498.8,17.006121890978946,1.0,high
2017-03-25 11:33:00,26.4,37.709999999999994,1306.2,457.3,505.2,18.296157653885512,1.0,high
2017-03-25 11:34:00,26.4,37.76363636363636,1294.4545454545455,449.54545454545456,502.54545454545456,17.590603567079974,1.0,high
2017-03-25 11:35:00,26.4,37.68999999999999,1260.5,435.3,501.2,19.345415369883717,1.0,high
2017-03-25 11:36:00,26.4,37.739999999999995,1277.3,451.6,506.5,20.676416895221475,1.0,high
2017-03-25 11:37:00,26.4,37.82000000000001,1293.5,451.6,501.1,20.93288029880663,1.0,high
2017-03-25 11:38:00,26.410000000000004,37.699999999999996,1286.7,447.3,505.0,18.75865471089278,1.0,high
2017-03-25 11:39:00,26.419999999999998,37.61,1297.9,445.5,498.3,18.77101405758357,1.0,high
2017-03-25 11:40:00,26.49,37.8,1291.4,456.6,506.8,17.855466133185473,1.0,high
2017-03-25 11:41:00,26.5,37.75000000000001,1300.4,451.6,506.2,19.055091087532663,1.0,high
2017-03-25 11:42:00,26.5,37.64,1288.1,455.8,487.5,14.511014458851593,1.0,high
2017-03-25 11:43:00,26.52,37.59,1279.6,455.6,509.4,16.863424579297845,1.0,high
2017-03-25 11:44:00,26.54,37.65,1278.6,462.3,505.3,20.863371861150984,1.0,high
2017-03-25 11:45:00,26.6,37.57,1284.6,459.3,505.4,17.86322157103341,1.0,high
2017-03-25 11:46:00,26.6,37.68181818181818,1283.5454545454545,457.0,503.6363636363636,20.902857435248734,1.0,high
2017-03-25 11:47:00,26.6,37.61,1302.0,459.6,501.3,22.20393487556504,3.0,high
2017-03-25 11:48:00,26.6,37.67999999999999,1273.9,457.0,515.6,18.76722331175641,3.0,high
2017-03-25 11:49:00,26.6,37.540000000000006,1293.9,442.3,511.3,18.025175392119397,3.0,high
2017-03-25 11:50:00,26.6,37.660000000000004,1290.4,457.1,503.9,16.791676757647913,3.0,high
2017-03-25 11:51:00,26.6,37.739999999999995,1300.5,441.2,506.8,19.754057520966846,3.0,high
2017-03-25 11:52:00,26.6,37.720000000000006,1334.6,443.5,509.2,18.106294341793593,3.0,high
2017-03-25 11:53:00,26.6,37.77,1356.9,422.5,504.8,23.0902499490225,3.0,high
2017-03-25 11:54:00,26.6,37.790000000000006,1335.3,432.1,505.1,18.09882815900429,3.0,high
2017-03-25 11:55:00,26.6,37.830000000000005,1299.8,426.7,503.3,16.14607182619558,3.0,high
2017-03-25 11:56:00,26.6,37.73,1309.7,438.1,506.2,16.01320594332482,3.0,high
2017-03-25 11:57:00,26.6,37.739999999999995,1309.5,444.8,504.5,19.690904903977877,3.0,high
2017-03-25 11:58:00,26.609999999999996,37.95,1328.3,425.4,501.5,37.24290567930354,3.0,high
2017-03-25 11:59:00,26.677777777777774,38.233333333333334,1319.888888888889,462.77777777777777,506.77777777777777,41.58443661069808,3.0,mid-level
2017-03-25 12:00:00,26.699999999999992,38.03636363636364,1321.1818181818182,463.3636363636364,504.72727272727275,54.77862153800666,3.0,mid-level
2017-03-25 12:01:00,26.699999999999996,38.019999999999996,1318.0,460.5,501.3,49.6446857941932,2.0,low
2017-03-25 12:02:00,26.699999999999996,37.989999999999995,1282.1,437.7,505.1,44.746892652823774,2.0,low
2017-03-25 12:03:00,26.639999999999997,37.83,1269.8,447.7,504.9,25.718908353096946,3.0,low
2017-03-25 12:04:00,26.599999999999998,37.56666666666667,1225.7777777777778,455.55555555555554,497.55555555555554,2.0033587682106933,3.0,low
2017-03-25 12:05:00,26.58181818181818,37.35454545454546,1211.7272727272727,453.6363636363636,501.27272727272725,2.06568163689374,3.0,low
2017-03-25 12:06:00,26.5,37.2,1199.4,456.6,504.6,2.0242332653377675,3.0,low
2017-03-25 12:07:00,26.5,37.17,1147.3,458.1,500.6,2.0006506754053794,3.0,low
2017-03-25 12:08:00,26.420000000000005,36.949999999999996,1158.0,455.8,502.8,2.008574198903292,3.0,low
2017-03-25 12:09:00,26.360000000000003,36.92999999999999,1132.3,450.1,507.8,2.0036565532379385,3.0,low
2017-03-25 12:10:00,26.27,37.03000000000001,1133.0,451.5,503.7,2.0349581537466563,3.0,low
2017-03-25 12:11:00,26.199999999999996,36.940000000000005,1119.9,454.6,505.7,2.0400190205404134,3.0,low
2017-03-25 12:12:00,26.199999999999996,36.89,1108.1,453.5,501.1,2.01972332057306,3.0,low
2017-03-25 12:13:00,26.179999999999996,36.92,1107.0,453.9,505.2,2.0127423508321507,3.0,low
2017-03-25 12:14:00,26.1,36.96,1101.6,457.7,504.0,1.9895777923134008,3.0,low
2017-03-25 12:15:00,26.1,37.03000000000001,1103.7,461.3,500.1,1.9944108100305384,3.0,low
2017-03-25 12:16:00,26.1,36.989999999999995,1087.5,452.0,503.8,1.982397801064828,3.0,low
2017-03-25 12:17:00,26.099999999999998,36.94444444444444,1096.0,456.44444444444446,500.6666666666667,1.9974455040542825,3.0,low
2017-03-25 12:18:00,26.1,36.89,1088.7,457.6,504.8,2.016280739587951,3.0,low
2017-03-25 12:19:00,26.1,36.879999999999995,1069.0,458.0,508.6,1.9832363859358773,3.0,low
2017-03-25 12:20:00,26.1,36.790000000000006,1077.7,452.7,501.2,1.9907088875573948,3.0,low
2017-03-25 12:21:00,26.1,36.81,1065.3,456.0,501.6,1.9982446724146004,3.0,low
2017-03-25 12:22:00,26.01,36.75000000000001,1071.2,459.2,503.1,1.9995232504691376,3.0,low
2017-03-25 12:23:00,25.95,36.87,1059.7,455.5,507.5,2.018994567228946,3.0,low
2017-03-25 12:24:00,25.9,36.91,1064.2,455.2,508.7,1.992409816026813,3.0,low
2017-03-25 12:25:00,25.910000000000004,36.93999999999999,1060.2,463.1,503.3,2.1146288582948385,3.0,low
2017-03-25 12:26:00,25.9,36.970000000000006,1048.5,456.8,502.6,10.31464573636277,3.0,low
2017-03-25 12:27:00,25.890000000000004,37.02,1054.5,451.5,502.1,6.9299979332007515,1.0,low
2017-03-25 12:28:00,25.9,36.89,1059.6,443.9,503.1,4.64679689185644,1.0,low
2017-03-25 12:29:00,25.9,36.919999999999995,1054.7,450.7,504.2,4.64797396498374,1.0,low
2017-03-25 12:30:00,25.900000000000002,36.96666666666667,1050.4444444444443,447.55555555555554,506.55555555555554,4.252574832772885,1.0,low
2017-03-25 12:31:00,25.9,36.980000000000004,1052.3,446.4,501.8,12.848590977386069,1.0,low
2017-03-25 12:32:00,25.880000000000003,37.03,1075.7,446.4,508.4,23.69630411363412,1.0,low
2017-03-25 12:33:00,25.830000000000002,36.95,1082.7,452.9,503.7,21.385937491628308,3.0,low
2017-03-25 12:34:00,25.800000000000004,37.09,1066.6,457.4,500.8,17.44617835121778,3.0,low
2017-03-25 12:35:00,25.800000000000004,37.02000000000001,1084.4,453.4,500.5,20.90079019389379,3.0,low
2017-03-25 12:36:00,25.800000000000004,37.059999999999995,1076.0,454.0,508.7,14.825577068588819,3.0,low
2017-03-25 12:37:00,25.790000000000003,37.11,1086.7,453.4,506.8,13.479893572620174,3.0,low
2017-03-25 12:38:00,25.790000000000003,37.28,1086.8,455.2,501.8,31.368076111842328,1.0,low
2017-03-25 12:39:00,25.790000000000003,37.18,1110.7,456.2,507.5,25.297363622520038,1.0,low
2017-03-25 12:40:00,25.800000000000004,37.344444444444434,1108.888888888889,453.55555555555554,507.6666666666667,18.66176573963014,1.0,low
2017-03-25 12:41:00,25.800000000000004,37.39,1120.6,451.8,502.7,17.364532503424904,1.0,low
2017-03-25 12:42:00,25.800000000000004,37.45,1112.7,462.0,506.0,17.789848770319363,1.0,low
2017-03-25 12:43:00,25.800000000000004,37.510000000000005,1134.2,459.9,499.6,19.292843691595426,1.0,low
2017-03-25 12:44:00,25.800000000000004,37.54,1147.2,450.3,505.7,17.983604628012337,1.0,low
2017-03-25 12:45:00,25.766666666666666,37.8111111111111,1146.7777777777778,448.3333333333333,510.44444444444446,23.55634705251078,4.0,low
2017-03-25 12:46:00,25.709999999999997,37.760000000000005,1159.4,461.3,505.0,23.856636033030725,1.0,low
2017-03-25 12:47:00,25.76,37.91,1168.1,451.2,506.9,21.49546822394587,1.0,low
2017-03-25 12:48:00,25.777777777777782,37.91111111111112,1160.888888888889,450.3333333333333,512.8888888888889,23.71657358262361,1.0,low
2017-03-25 12:49:00,25.800000000000004,37.98,1184.6,454.9,506.9,22.066104273579874,2.0,low
2017-03-25 12:50:00,25.800000000000004,37.95,1178.3,466.6,499.5,18.208652862375626,2.0,low
2017-03-25 12:51:00,25.800000000000004,38.019999999999996,1185.8,452.5,505.1,18.41193319166042,1.0,mid-level
2017-03-25 12:52:00,25.810000000000002,38.040000000000006,1162.5,461.7,504.7,17.741816849019905,1.0,mid-level
2017-03-25 12:53:00,25.869999999999997,37.88,1177.7,456.2,504.8,21.473834162669533,2.0,mid-level
2017-03-25 12:54:00,25.900000000000002,38.022222222222226,1210.7777777777778,460.8888888888889,494.77777777777777,15.632416256639063,2.0,mid-level
2017-03-25 12:55:00,25.9,38.029999999999994,1211.4,458.9,500.1,22.131448601198702,1.0,mid-level
2017-03-25 12:56:00,25.9,38.13000000000001,1205.5,460.8,499.9,15.849835451958695,1.0,mid-level
2017-03-25 12:57:00,25.900000000000002,38.18888888888889,1233.888888888889,450.8888888888889,505.55555555555554,12.083322744248235,1.0,mid-level
2017-03-25 12:58:00,25.9,38.45,1230.8,462.2,498.1,16.084881828521464,2.0,mid-level
2017-03-25 12:59:00,25.98,38.25,1246.3,465.1,505.3,15.531037020672507,2.0,mid-level
2017-03-25 13:00:00,26.0,38.333333333333336,1245.5555555555557,457.3333333333333,506.1111111111111,22.76845923503609,1.0,mid-level
2017-03-25 13:01:00,26.04,38.26,1276.8,435.2,502.8,27.766868709248925,1.0,mid-level
2017-03-25 13:02:00,26.099999999999998,38.388888888888886,1297.888888888889,404.8888888888889,495.3333333333333,25.269951554415368,4.0,high
